,ID,Name,Runs_scored,Bat_Strike,Mat,Inn,NO,HS,Bat_Avg,30s,50s,100s,6s,Wickets_Taken,Ball_Avg,Ovr,Runs_conceeded,BBF,EC,Ball_Strike,3w,5w,Mdns,Team,Player,role,batting_style,bowling_style
211,,Sarfaraz Khan,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/playerimages/Sarfaraz Khan.png,Middle order Batter,Right hand Bat,Legbreak
212,,Lungi Ngidi,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/playerimages/Lungi Ngidi.png,Bowler,Right hand Bat,Right arm Fast medium
213,,Vicky Ostwal,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/playerimages/Vicky Ostwal.png,Bowler,Right hand Bat,Slow Left arm Orthodox
214,,Ripal Patel,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/playerimages/Ripal Patel.png,Middle order Batter,Right hand Bat,Right arm Medium fast
215,,Chetan Sakariya,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/playerimages/Chetan Sakariya.png,Bowler,Left hand Bat,Left arm Medium fast
216,,Kamlesh Nagarkoti,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/playerimages/Kamlesh Nagarkoti.png,Bowler,Right hand Bat,Right arm Fast
217,,Srikar Bharat,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Srikar Bharat.png,Wicketkeeper Batter,Right hand Bat,DNB
218,,Josh Little,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Josh Little.png,Bowler,Right hand Bat,Left arm Fast medium
219,,Mohammed Shami,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Mohammed Shami.png,Bowler,Right hand Bat,Right arm Fast
220,,Urvil Patel,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Urvil Patel.png,Wicketkeeper Batter,Right hand Bat,DNB
221,,Ravisrinivasan Sai Kishore,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Ravisrinivasan Sai Kishore.png,Bowler,Left hand Bat,Slow Left arm Orthodox
222,,Pradeep Sangwan,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Pradeep Sangwan.png,Bowler,Right hand Bat,Left arm Medium
223,,Dasun Shanaka,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Dasun Shanaka.png,Allrounder,Right hand Bat,Right arm Medium
224,,Shivam Mavi,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Shivam Mavi.png,Bowler,Right hand Bat,Right arm Fast medium
225,,Odean Smith,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Odean Smith.png,Bowling Allrounder,Right hand Bat,Right arm Fast medium
226,,Jayant Yadav,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/GT.png,https://scores.iplt20.com/ipl/playerimages/Jayant Yadav.png,Bowler,Right hand Bat,Right arm Offbreak
227,,Aarya Desai,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Aarya Desai.png,Opening Batter,Left hand Bat,Right arm Offbreak
228,,Johnson Charles,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Johnson Charles.png,Wicketkeeper Batter,Right hand Bat,DNB
229,,Narayan Jagadeesan,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Narayan Jagadeesan.png,Opening Batter,Right hand Bat,DNB
230,,Kulwant Khejroliya,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Kulwant Khejroliya.png,Bowler,Left hand Bat,Left arm Medium fast
231,,Mandeep Singh,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png,Allrounder,Right hand Bat,Right arm Medium
232,,Jason Roy,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Jason Roy.png,Opening Batter,Right hand Bat,DNB
233,,Tim Southee,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png,Bowler,Right hand Bat,Right arm Medium fast
234,,Suyash Sharma,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Suyash Sharma.png,Bowler,Right hand Bat,Legbreak Googly
235,,Varun Chakravarthy,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Varun Chakravarthy.png,Bowler,Right hand Bat,Legbreak Googly
236,,David Wiese,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/David Wiese.png,Allrounder,Right hand Bat,Right arm Medium fast
237,,Litton Das,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Litton Das.png,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
238,,Shakib Al Hasan,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png,Allrounder,Left hand Bat,Slow Left arm Orthodox
239,,Krishnappa Gowtham,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Krishnappa Gowtham.png,Bowling Allrounder,Right hand Bat,Right arm Offbreak
240,,Arpit Guleria,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Arpit Guleria.png,Bowler,Right hand Bat,Right arm Medium
241,,Prerak Mankad,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Prerak Mankad.png,Allrounder,Right hand Bat,Right arm Medium
242,,Kyle Mayers,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Kyle Mayers.png,Batting Allrounder,Left hand Bat,Right arm Medium
243,,Daniel Sams,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Daniel Sams.png,Allrounder,Right hand Bat,Left arm Fast medium
244,,Karan Sharma,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Karan Sharma.png,Allrounder,Right hand Bat,Right arm Offbreak
245,,Manan Vohra,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Manan Vohra.png,Opening Batter,Right hand Bat,Right arm Medium
246,,Mark Wood,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/playerimages/Mark Wood.png,Bowler,Right hand Bat,Right arm Fast
247,,Jason Behrendorff,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Jason Behrendorff.png,Bowler,Right hand Bat,Left arm Fast medium
248,,Raghav Goyal,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Raghav Goyal.png,Bowler,Left hand Bat,Left arm Wrist spin
249,,Duan Jansen,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Duan Jansen.png,Bowler,Right hand Bat,Left arm Fast
250,,Chris Jordan,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png,Bowler,Right hand Bat,Right arm Fast medium
251,,Kumar Kartikeya,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Kumar Kartikeya.png,Bowler,Right hand Bat,Slow Left arm Orthodox
252,,Riley Meredith,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Riley Meredith.png,Bowler,Right hand Bat,Right arm Fast
253,,Shams Mulani,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Shams Mulani.png,Allrounder,Left hand Bat,Slow Left arm Orthodox
254,,Hrithik Shokeen,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Hrithik Shokeen.png,Bowler,Right hand Bat,Right arm Offbreak
255,,Arjun Tendulkar,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Arjun Tendulkar.png,Bowler,Left hand Bat,Left arm Medium fast
256,,Vishnu Vinod,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Vishnu Vinod.png,Wicketkeeper Batter,Right hand Bat,DNB
257,,Jofra Archer,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Jofra Archer.png,Bowler,Right hand Bat,Right arm Fast
258,,Jhye Richardson,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/playerimages/Jhye Richardson.png,Bowler,Right hand Bat,Right arm Fast
259,,Baltej Singh,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/Baltej Singh.png,Bowler,Right hand Bat,Right arm Medium
260,,Rishi Dhawan,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png,Allrounder,Right hand Bat,Right arm Medium fast
261,,Gurnoor Brar,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/Gurnoor Brar.png,Bowler,Left hand Bat,Right arm Fast
262,,Mohit Rathee,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/Mohit Rathee.png,Allrounder,Right hand Bat,Legbreak
263,,Bhanuka Rajapaksa,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/Bhanuka Rajapaksa.png,Top order Batter,Left hand Bat,Right arm Medium
264,,M Shahrukh Khan,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/M Shahrukh Khan.png,Batter,Right hand Bat,Right arm Offbreak
265,,Shivam Singh,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/Shivam Singh.png,Middle order Batter,Right hand Bat,Right arm Offbreak
266,,Matthew Short,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/Matthew Short.png,Top order Batter,Right hand Bat,Right arm Offbreak
267,,RajBawa,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/playerimages/RajBawa.png,Allrounder,Left hand Bat,Right arm Medium fast
268,,Abdul Basith,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Abdul Basith.png,Allrounder,Right hand Bat,Right arm Offbreak
269,,Murugan Ashwin,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png,Bowler,Right hand Bat,Legbreak Googly
270,,KM Asif,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/KM Asif.png,Bowler,Right hand Bat,Right arm Medium
271,,KC Cariappa,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/KC Cariappa.png,Bowler,Right hand Bat,Legbreak
272,,Jason Holder,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png,Bowling Allrounder,Right hand Bat,Right arm Medium fast
273,,Obed McCoy,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Obed McCoy.png,Bowler,Left hand Bat,Left arm Fast medium
274,,Kunal Singh Rathore,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Kunal Singh Rathore.png,Wicketkeeper Batter,Left hand Bat,DNB
275,,Joe Root,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Joe Root.png,Top order Batter,Right hand Bat,Right arm Offbreak
276,,Navdeep Saini,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Navdeep Saini.png,Bowler,Right hand Bat,Right arm Fast
277,,Akash Vasisht,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Akash Vasisht.png,Allrounder,Left hand Bat,Slow Left arm Orthodox
278,,Kuldip Yadav,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Kuldip Yadav.png,Bowler,Left hand Bat,Left arm Fast medium
279,,Adam Zampa,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Adam Zampa.png,Bowler,Right hand Bat,Legbreak Googly
280,,Prasidh Krishna,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/playerimages/Prasidh Krishna.png,Bowler,Right hand Bat,Right arm Fast medium
281,,Finn Allen,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Finn Allen.png,Top order Batter,Right hand Bat,DNB
282,,Avinash Singh,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Avinash Singh.png,Bowler,Right hand Bat,Right arm Fast
283,,Manoj Bhandage,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Manoj Bhandage.png,Allrounder,Left hand Bat,Right arm Medium fast
284,,Michael Bracewell,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Michael Bracewell.png,Batting Allrounder,Left hand Bat,Right arm Offbreak
285,,Wanindu Hasaranga,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Wanindu Hasaranga.png,Allrounder,Right hand Bat,Legbreak
286,,Josh Hazlewood,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Josh Hazlewood.png,Bowler,Left hand Bat,Right arm Fast medium
287,,Kedar Jadhav,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Kedar Jadhav.png,Batting Allrounder,Right hand Bat,Right arm Offbreak
288,,Siddarth Kaul,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png,Bowler,Right hand Bat,Right arm Medium
289,,Wayne Parnell,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Wayne Parnell.png,Bowler,Left hand Bat,Left arm Medium fast
290,,Rajan Kumar,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Rajan Kumar.png,Bowler,Left hand Bat,Left arm Medium fast
291,,Himanshu Sharma,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Himanshu Sharma.png,Bowler,Right hand Bat,Legbreak
292,,Sonu Yadav,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Sonu Yadav.png,Allrounder,Right hand Bat,Right arm Medium fast
293,,Will Jacks,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/Will Jacks.png,Batter,Right hand Bat,Right arm Offbreak
294,,David Willey,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/playerimages/David Willey.png,Bowling Allrounder,Left hand Bat,Left arm Fast medium
295,,Harry Brook,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Harry Brook.png,Batter,Right hand Bat,Right arm Medium
296,,Fazalhaq Farooqi,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Fazalhaq Farooqi.png,Bowler,Right hand Bat,Left arm Fast medium
297,,Akeal Hosein,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Akeal Hosein.png,Bowler,Left hand Bat,Slow Left arm Orthodox
298,,Kartik Tyagi,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Kartik Tyagi.png,Bowler,Right hand Bat,Right arm Fast
299,,Glenn Phillips,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Glenn Phillips.png,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
300,,Adil Rashid,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Adil Rashid.png,Bowler,Right hand Bat,Legbreak
301,,Umran Malik,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Umran Malik.png,Bowler,Right hand Bat,Right arm Fast
302,,Vivrant Sharma,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Vivrant Sharma.png,Allrounder,Left hand Bat,Legbreak Googly
303,,Samarth Vyas,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Samarth Vyas.png,Allrounder,Right hand Bat,Legbreak Googly
304,,Upendra Yadav,,,,,,,,,,,,,,,,,,,,,,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/playerimages/Upendra Yadav.png,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
